phase	node_strength	dyad_strength	raw_strength_ratio	fisher_z_strength_ratio	dyadic_weight	node_weight	repetitions	n_perm	profile_power	mantel_power	power_difference	paired_standard_error	paired_ci_low	paired_ci_high	profile_only_rejections	mantel_only_rejections	both_reject	neither_reject	maximum_huber_cdelta_pearson_p_difference
refined	0.35	0.65	0.5384615384615384	0.4713586535697024	0.3	0.7	400	199	0.1775	0.225	-0.0475	0.01662227798207223	-0.08007966484486156	-0.01492033515513843	13	32	58	297	0.0
refined	0.35	0.8	0.43749999999999994	0.3326412402636036	0.0	1.0	400	199	0.555	0.465	0.09	0.021056077412233625	0.04873008827202209	0.13126991172797792	55	19	167	159	0.0
refined	0.35	0.8	0.43749999999999994	0.3326412402636036	0.025	0.975	400	199	0.4775	0.4275	0.05	0.020489009218282547	0.009841541932166208	0.09015845806783379	44	24	147	185	0.0
refined	0.35	0.8	0.43749999999999994	0.3326412402636036	0.05	0.95	400	199	0.415	0.39	0.025	0.019669894811736078	-0.01355299383100271	0.06355299383100271	36	26	130	208	0.0
refined	0.35	0.8	0.43749999999999994	0.3326412402636036	0.075	0.925	400	199	0.3825	0.365	0.0175	0.020161860692069468	-0.022017246956456155	0.05701724695645616	36	29	117	218	0.0
refined	0.35	0.8	0.43749999999999994	0.3326412402636036	0.1	0.9	400	199	0.3375	0.3425	-0.005	0.01804859772113191	-0.04037525153341854	0.03037525153341854	25	27	110	238	0.0
refined	0.35	0.8	0.43749999999999994	0.3326412402636036	0.125	0.875	400	199	0.3	0.325	-0.025	0.016556654463313048	-0.057451042748093574	0.007451042748093571	17	27	103	253	0.0
refined	0.35	0.8	0.43749999999999994	0.3326412402636036	0.15	0.85	400	199	0.2825	0.3075	-0.025	0.014966545818402316	-0.05433442980406854	0.004334429804068538	13	23	100	264	0.0
refined	0.55	0.45	1.2222222222222223	1.275801440362639	0.2	0.8	400	199	0.3425	0.3325	0.01	0.01838736626315031	-0.026039237875774605	0.04603923787577461	29	25	108	238	0.0
refined	0.55	0.45	1.2222222222222223	1.275801440362639	0.225	0.775	400	199	0.3075	0.3125	-0.005	0.01906163331568557	-0.042360801298743714	0.03236080129874372	28	30	95	247	0.0
refined	0.55	0.45	1.2222222222222223	1.275801440362639	0.25	0.75	400	199	0.265	0.295	-0.03	0.017987742972455097	-0.06525597622601198	0.005255976226011989	20	32	86	262	0.0
refined	0.55	0.45	1.2222222222222223	1.275801440362639	0.275	0.725	400	199	0.2425	0.275	-0.0325	0.017801731069552806	-0.06739139289632351	0.0023913928963235007	19	32	78	271	0.0
