n	replication	root_seed	truth	method	estimate	se	z	covered	coefficient_x	coefficient_y	error
160	55	2026090701	0.19347511885804566	complete_kde	0.248658531846038	0.11420404190287485	0.4832001746043562	1	-0.34218272260364535	0.09533738139848161	
160	55	2026090701	0.19347511885804566	direct_only_ablation	0.24865853184603814	0.11384173467988046	0.48473798421261394	1	-0.34218272260364535	0.09533738139848161	
160	55	2026090701	0.19347511885804566	oracle_fixed_reference	0.2258990330367808	0.1162452460382291	0.2789267972994957	1	-0.34218272260364535	0.09533738139848161	
160	56	2026090701	0.19347511885804566	complete_kde	0.2418439503451486	0.10398806585932702	0.4651382933935451	1	-0.4383051150431581	-0.2887499778047279	
160	56	2026090701	0.19347511885804566	direct_only_ablation	0.2418439503451489	0.09966026043307628	0.48533719736347486	1	-0.4383051150431581	-0.2887499778047279	
160	56	2026090701	0.19347511885804566	oracle_fixed_reference	0.24014128354539302	0.09630061361610982	0.4845884458574283	1	-0.4383051150431581	-0.2887499778047279	
160	57	2026090701	0.19347511885804566	complete_kde	0.2805932968120666	0.11461751300328041	0.7600773709993824	1	-0.050122416081197246	-0.21477847512447026	
160	57	2026090701	0.19347511885804566	direct_only_ablation	0.2805932968120668	0.11479309233257809	0.7589148108461325	1	-0.050122416081197246	-0.21477847512447026	
160	57	2026090701	0.19347511885804566	oracle_fixed_reference	0.2582942528699732	0.11662176863123769	0.5558064739773243	1	-0.050122416081197246	-0.21477847512447026	
160	58	2026090701	0.19347511885804566	complete_kde	0.10186457897038612	0.10862442489850574	-0.8433696194318794	1	-0.34317817080440355	-0.03316068272638654	
160	58	2026090701	0.19347511885804566	direct_only_ablation	0.10186457897038617	0.10828621901608394	-0.8460036809859657	1	-0.34317817080440355	-0.03316068272638654	
160	58	2026090701	0.19347511885804566	oracle_fixed_reference	0.12495554948450718	0.10273080834947984	-0.6669817017349052	1	-0.34317817080440355	-0.03316068272638654	
160	59	2026090701	0.19347511885804566	complete_kde	0.31499012631455564	0.1357194187989623	0.8953398749556027	1	-0.2248557038375755	-0.07479955375556721	
