kind	scale_design	df_label	n	k_extremes	magnitude	repetition	matched_c_delta	matched_correlation	matched_p_value	independent_null_c_delta	independent_null_correlation	independent_null_p_value
l1	common_mad	t5	80	2	8.0	89	1.5001992	0.82784524	0.00333333	0.97476539	-0.04413411	0.60666667
l1	common_mad	t5	80	2	8.0	90	1.43667227	0.81664212	0.00333333	0.9551215	-0.08601432	0.84666667
l1	common_mad	t5	80	2	8.0	91	1.51957144	0.85325806	0.00333333	0.96885817	-0.05958409	0.65333333
l1	common_mad	t5	80	2	8.0	92	1.47464832	0.8344445	0.00666667	0.97294318	-0.0478158	0.62333333
l1	common_mad	t5	80	2	8.0	93	1.40943382	0.76940631	0.00333333	1.06446825	0.12097734	0.11666667
l1	common_mad	t5	80	2	8.0	94	1.4270383	0.76004345	0.00333333	1.00713402	0.01583604	0.3
l1	common_mad	t5	80	2	8.0	95	1.35199964	0.80902318	0.00666667	1.01618424	0.03275894	0.23
l1	common_mad	t5	80	2	8.0	96	1.29765395	0.69124054	0.00333333	0.96625003	-0.07077132	0.74333333
l1	common_mad	t5	80	2	8.0	97	1.45075439	0.80971469	0.00333333	1.01885023	0.03842832	0.26666667
l1	common_mad	t5	80	2	8.0	98	1.34982526	0.74596954	0.00333333	0.98606484	-0.02919959	0.51
l1	common_mad	t5	80	2	8.0	99	1.35666941	0.75011767	0.00333333	1.0555146	0.10255186	0.14
l1	common_mad	t5	80	2	8.0	100	1.43738572	0.80525886	0.00333333	1.26220257	0.4480103	0.00666667
l1	common_mad	t5	80	2	8.0	101	1.33223862	0.69290699	0.00333333	1.04639891	0.09821928	0.10666667
l1	common_mad	t5	80	2	8.0	102	1.48425192	0.79535405	0.00333333	0.96578939	-0.06336702	0.72666667
l1	common_mad	t5	80	2	8.0	103	1.49135991	0.86762281	0.00333333	0.97889708	-0.04527503	0.57
l1	common_mad	t5	80	2	8.0	104	1.38904839	0.84648081	0.00333333	0.99742635	-0.00533574	0.37333333
l1	common_mad	t5	80	2	8.0	105	1.41884591	0.78561896	0.00333333	0.95776253	-0.07646581	0.81333333
l1	common_mad	t5	80	2	8.0	106	1.33136326	0.72221522	0.00333333	1.00575159	0.01039636	0.25333333
l1	common_mad	t5	80	2	8.0	107	1.38387543	0.68952255	0.00333333	0.95990114	-0.07568292	0.77333333
l1	common_mad	t5	80	2	8.0	108	1.2844968	0.63227802	0.00333333	0.98454703	-0.03140189	0.55666667
l1	common_mad	t5	80	2	8.0	109	1.36945484	0.67204618	0.00666667	0.9468836	-0.10188692	0.89333333
l1	common_mad	t5	80	2	8.0	110	1.3374537	0.82496159	0.00333333	1.01397651	0.02349982	0.24666667
l1	common_mad	t5	80	2	8.0	111	1.41526493	0.79041151	0.00333333	1.00105765	0.0022669	0.35
l1	common_mad	t5	80	2	8.0	112	1.48137291	0.78149774	0.00333333	1.0930007	0.19614134	0.07333333
l1	common_mad	t5	80	2	8.0	113	1.30617695	0.70277658	0.00333333	0.98633798	-0.02942896	0.50333333
l1	common_mad	t5	80	2	8.0	114	1.39716229	0.75231783	0.00333333	0.92983393	-0.1136622	0.94333333
l1	common_mad	t5	80	2	8.0	115	1.37918757	0.75591703	0.00666667	1.00850567	0.01419193	0.27666667
l1	common_mad	t5	80	2	8.0	116	1.37332597	0.77865765	0.00333333	1.02844775	0.05859438	0.18666667
l1	common_mad	t5	80	2	8.0	117	1.42736688	0.81237519	0.00333333	0.96690486	-0.06376444	0.64666667
l1	common_mad	t5	80	2	8.0	118	1.37297132	0.75684029	0.00333333	1.05063704	0.11137348	0.12666667
l1	common_mad	t5	80	2	8.0	119	1.34096329	0.73315502	0.00333333	1.01351084	0.02955217	0.25333333
l1	common_mad	t5	80	2	8.0	120	1.44528027	0.8412553	0.00333333	0.99056747	-0.01709791	0.48333333
l1	common_mad	t5	80	2	8.0	121	1.40957787	0.84472707	0.00333333	0.98628562	-0.03333719	0.53333333
l1	common_mad	t5	80	2	8.0	122	1.38474939	0.73148307	0.00333333	0.96852966	-0.06525273	0.74666667
l1	common_mad	t5	80	2	8.0	123	1.28291649	0.73184287	0.00333333	1.05498055	0.10937308	0.13333333
l1	common_mad	t5	80	2	8.0	124	1.37960208	0.73369693	0.00333333	0.94321785	-0.10800669	0.95
l1	common_mad	t5	80	2	8.0	125	1.379345	0.79493756	0.00333333	0.98838147	-0.02460797	0.45
l1	common_mad	t5	80	2	8.0	126	1.34866991	0.70557887	0.00333333	1.22066046	0.39870264	0.03333333
l1	common_mad	t5	80	2	8.0	127	1.4551678	0.82685809	0.00333333	0.96941714	-0.06104574	0.66
l1	common_mad	t5	80	2	8.0	128	1.43793559	0.8123345	0.00333333	0.98649537	-0.02953283	0.55666667
l1	common_mad	t5	80	2	8.0	129	1.35279341	0.7078476	0.00333333	0.94570817	-0.11684857	0.93666667
l1	common_mad	t5	80	2	8.0	130	1.42045505	0.85301431	0.00333333	0.98712344	-0.02369162	0.49
l1	common_mad	t5	80	2	8.0	131	1.40092036	0.78097255	0.00333333	1.13498645	0.30981392	0.06
l1	common_mad	t5	80	2	8.0	132	1.44493746	0.73772753	0.00333333	0.97080335	-0.06537816	0.72666667
l1	common_mad	t5	80	2	8.0	133	1.44655712	0.81270884	0.00333333	0.96201866	-0.07346096	0.69333333
l1	common_mad	t5	80	2	8.0	134	1.31782051	0.74468951	0.00333333	0.95852853	-0.06748163	0.67333333
l1	common_mad	t5	80	2	8.0	135	1.35690713	0.78316075	0.00333333	0.97415616	-0.05358889	0.65666667
l1	common_mad	t5	80	2	8.0	136	1.43493278	0.80215488	0.00666667	0.9819612	-0.03312566	0.54
l1	common_mad	t5	80	2	8.0	137	1.2737635	0.61669363	0.00333333	1.18627693	0.39633603	0.03
l1	common_mad	t5	80	2	8.0	138	1.42997663	0.82381778	0.00333333	1.05544266	0.12387505	0.09333333
l1	common_mad	t5	80	2	8.0	139	1.47761945	0.8184783	0.00333333	1.07407056	0.12281099	0.11
l1	common_mad	t5	80	2	8.0	140	1.47536324	0.77661539	0.00333333	0.96072452	-0.09116715	0.85666667
l1	common_mad	t5	80	2	8.0	141	1.45759065	0.8423418	0.00333333	0.96948284	-0.05265152	0.66
l1	common_mad	t5	80	2	8.0	142	1.33370517	0.65779081	0.00333333	0.95233055	-0.09342561	0.90666667
l1	common_mad	t5	80	2	8.0	143	1.39370478	0.7967389	0.00333333	1.02230344	0.04181297	0.2
l1	common_mad	t5	80	2	8.0	144	1.42218903	0.76693553	0.00333333	0.96565394	-0.07071297	0.69666667
l1	common_mad	t5	80	2	8.0	145	1.40886651	0.77065007	0.00333333	0.94496695	-0.11396939	0.92
l1	common_mad	t5	80	2	8.0	146	1.38860986	0.65267467	0.00333333	0.98135901	-0.0314879	0.48666667
l1	common_mad	t5	80	2	8.0	147	1.32839829	0.75529653	0.00333333	0.94340614	-0.10281566	0.92
l1	common_mad	t5	80	2	8.0	148	1.3905768	0.75179978	0.00333333	0.98844338	-0.02305587	0.47666667
l1	common_mad	t5	80	2	8.0	149	1.40984771	0.82955312	0.00333333	1.03389732	0.06355824	0.14666667
l1	common_mad	t5	80	2	8.0	150	1.43358871	0.76452859	0.00333333	0.97760937	-0.03935088	0.46333333
l1	common_mad	t5	80	2	8.0	151	1.50454573	0.87745677	0.00333333	0.96747658	-0.06125746	0.68
l1	common_mad	t5	80	2	8.0	152	1.40440957	0.83173024	0.00333333	1.00991943	0.02291611	0.29666667
l1	common_mad	t5	80	2	8.0	153	1.43606187	0.78092068	0.00333333	0.96090543	-0.07404629	0.77333333
l1	common_mad	t5	80	2	8.0	154	1.48929359	0.87238516	0.00333333	1.07296985	0.15100442	0.09333333
l1	common_mad	t5	80	2	8.0	155	1.47034958	0.78544905	0.00333333	0.97245745	-0.05205503	0.65
l1	common_mad	t5	80	2	8.0	156	1.42890826	0.77922027	0.00333333	0.97117118	-0.05705458	0.68333333
l1	common_mad	t5	80	2	8.0	157	1.4278954	0.73287925	0.00333333	0.98275491	-0.03401071	0.53333333
l1	common_mad	t5	80	2	8.0	158	1.37749805	0.79833785	0.00333333	0.95366272	-0.0703658	0.8
l1	common_mad	t5	80	2	8.0	159	1.26198775	0.54009131	0.00333333	1.00744833	0.01458482	0.37
l1	common_mad	t5	80	2	8.0	160	1.32968718	0.67484606	0.00333333	0.95435847	-0.0854537	0.88333333
l1	common_mad	t5	80	2	8.0	161	1.45084969	0.83641663	0.00333333	0.94884641	-0.10053233	0.91666667
l1	common_mad	t5	80	2	8.0	162	1.3485851	0.69438447	0.00333333	1.19398199	0.39225362	0.00666667
l1	common_mad	t5	80	2	8.0	163	1.59518847	0.82732698	0.00333333	0.97292744	-0.04839938	0.59666667
l1	common_mad	t5	80	2	8.0	164	1.41509998	0.62259382	0.00333333	1.06229219	0.10892578	0.09666667
l1	common_mad	t5	80	2	8.0	165	1.32065918	0.70610264	0.00333333	1.00134175	0.00317746	0.39
l1	common_mad	t5	80	2	8.0	166	1.46870622	0.81718802	0.00333333	0.98102757	-0.03587728	0.58333333
l1	common_mad	t5	80	2	8.0	167	1.46375049	0.81181884	0.00333333	0.96901061	-0.05429251	0.63
l1	common_mad	t5	80	2	8.0	168	1.36109572	0.74940722	0.00333333	1.01360349	0.02841481	0.22666667
l1	common_mad	t5	80	2	8.0	169	1.44766711	0.82848766	0.00333333	0.95460211	-0.0811334	0.80666667
l1	common_mad	t5	80	2	8.0	170	1.40322889	0.72210689	0.00333333	0.97090109	-0.05411529	0.66333333
l1	common_mad	t5	80	2	8.0	171	1.39671018	0.73993297	0.00666667	0.99367246	-0.01409122	0.45
l1	common_mad	t5	80	2	8.0	172	1.44882617	0.76855118	0.00333333	0.98697442	-0.03109614	0.49666667
l1	common_mad	t5	80	2	8.0	173	1.3984514	0.7850062	0.00333333	0.95246973	-0.08576476	0.81666667
l1	common_mad	t5	80	2	8.0	174	1.47986606	0.84829868	0.00666667	0.99387279	-0.01061218	0.41666667
l1	common_mad	t5	80	2	8.0	175	1.36093585	0.77056659	0.00333333	1.00752508	0.01755222	0.3
l1	common_mad	t5	80	2	8.0	176	1.36356433	0.72755033	0.00333333	1.04998969	0.11036981	0.1
l1	common_mad	t5	80	2	8.0	177	1.43636735	0.77543276	0.00333333	0.98451783	-0.02829315	0.46666667
l1	common_mad	t5	80	2	8.0	178	1.4200314	0.79462716	0.00333333	0.96798053	-0.05073455	0.58333333
l1	common_mad	t5	80	2	8.0	179	1.41096537	0.82564314	0.00333333	1.0674076	0.16216	0.11
l1	common_mad	t5	80	2	8.0	180	1.38795646	0.84489523	0.00333333	0.96465092	-0.07712314	0.79
l1	common_mad	t5	80	2	8.0	181	1.45692864	0.80415797	0.00333333	0.94551599	-0.0980999	0.91666667
l1	common_mad	t5	80	2	8.0	182	1.32555443	0.7430839	0.00333333	0.9680276	-0.06941903	0.71666667
l1	common_mad	t5	80	2	8.0	183	1.26218674	0.55342799	0.00333333	0.98651067	-0.02376139	0.47333333
l1	common_mad	t5	80	2	8.0	184	1.32079265	0.67336946	0.00333333	0.98270121	-0.03136251	0.50666667
l1	common_mad	t5	80	2	8.0	185	1.38696584	0.79739104	0.00333333	0.94357011	-0.10129815	0.92666667
l1	common_mad	t5	80	2	8.0	186	1.36121943	0.81592308	0.00333333	1.07823717	0.15725878	0.08
l1	common_mad	t5	80	2	8.0	187	1.39624985	0.76704937	0.00333333	1.15070786	0.32176897	0.07
l1	common_mad	t5	80	2	8.0	188	1.37357342	0.75576273	0.00333333	1.15100016	0.29771183	0.05
l1	common_mad	t5	80	2	8.0	189	1.48421735	0.8267522	0.00333333	1.01110053	0.02539476	0.23666667
l1	common_mad	t5	80	2	8.0	190	1.33916351	0.66217308	0.00333333	1.00822953	0.01791354	0.25666667
l1	common_mad	t5	80	2	8.0	191	1.35887436	0.68488569	0.00333333	0.97069812	-0.05628582	0.64333333
l1	common_mad	t5	80	2	8.0	192	1.48793101	0.81403645	0.00333333	0.95170486	-0.09623587	0.86666667
l1	common_mad	t5	80	2	8.0	193	1.43405728	0.81068418	0.00333333	0.95202263	-0.08940853	0.87333333
l1	common_mad	t5	80	2	8.0	194	1.42796936	0.78662999	0.00333333	0.96594973	-0.07148527	0.78666667
l1	common_mad	t5	80	2	8.0	195	1.4156742	0.8084526	0.00333333	1.04256471	0.08399189	0.20666667
l1	common_mad	t5	80	2	8.0	196	1.3041814	0.64126827	0.00666667	0.96611066	-0.05870433	0.7
l1	common_mad	t5	80	2	8.0	197	1.46793016	0.83323438	0.00666667	0.9905964	-0.01812778	0.42
l1	common_mad	t5	80	2	8.0	198	1.26844796	0.53910729	0.00333333	0.98797476	-0.02414814	0.42
l1	common_mad	t5	80	2	8.0	199	1.2697562	0.63239007	0.00333333	1.00697753	0.01281805	0.29666667
l1	common_mad	t5	80	2	8.0	200	1.35191348	0.74654136	0.00333333	0.93935667	-0.11188872	0.92666667
l1	common_mad	t5	80	2	8.0	201	1.42323913	0.78469898	0.00333333	0.95467094	-0.07830636	0.78333333
l1	common_mad	t5	80	2	8.0	202	1.42931284	0.86642552	0.00333333	1.00677885	0.01334583	0.29
l1	common_mad	t5	80	2	8.0	203	1.39137275	0.76729064	0.00333333	0.94773186	-0.10701235	0.91666667
l1	common_mad	t5	80	2	8.0	204	1.45592138	0.82326084	0.00333333	0.98225111	-0.03578966	0.56666667
l1	common_mad	t5	80	2	8.0	205	1.41863092	0.66807208	0.00333333	0.99112629	-0.01875801	0.48
l1	common_mad	t5	80	2	8.0	206	1.39933048	0.74825935	0.00333333	0.94704996	-0.11256602	0.94666667
l1	common_mad	t5	80	2	8.0	207	1.44606067	0.8259396	0.00333333	1.17810123	0.30980143	0.03333333
l1	common_mad	t5	80	2	8.0	208	1.4599484	0.84906829	0.00333333	1.0211615	0.03987308	0.27333333
l1	common_mad	t5	80	2	8.0	209	1.37829949	0.70725898	0.00333333	1.03408407	0.06244112	0.14
l1	common_mad	t5	80	2	8.0	210	1.35998156	0.7040719	0.00333333	0.96745985	-0.07121885	0.77
l1	common_mad	t5	80	2	8.0	211	1.3809008	0.77273472	0.00333333	1.05610612	0.12394679	0.08333333
l1	common_mad	t5	80	2	8.0	212	1.4142916	0.77481397	0.00333333	1.0626811	0.13373721	0.08666667
l1	common_mad	t5	80	2	8.0	213	1.39937073	0.78741476	0.00333333	0.94735732	-0.10267348	0.91
l1	common_mad	t5	80	2	8.0	214	1.43159141	0.80961471	0.00333333	1.00664314	0.01195835	0.29333333
l1	common_mad	t5	80	2	8.0	215	1.40737638	0.7347021	0.00333333	1.00946076	0.01933322	0.31333333
l1	common_mad	t5	80	2	8.0	216	1.35520399	0.72805009	0.00333333	0.96493642	-0.0723311	0.71666667
l1	common_mad	t5	80	2	8.0	217	1.40308354	0.77957282	0.00333333	0.98310994	-0.03943674	0.56
l1	common_mad	t5	80	2	8.0	218	1.40853657	0.81424922	0.00333333	0.94709813	-0.10445821	0.85666667
l1	common_mad	t5	80	2	8.0	219	1.44093174	0.85939424	0.00333333	1.03961932	0.0629425	0.11333333
l1	common_mad	t5	80	2	8.0	220	1.37706878	0.73113562	0.00333333	0.9821626	-0.03469091	0.51333333
l1	common_mad	t5	80	2	8.0	221	1.44289172	0.77527658	0.00333333	0.96224112	-0.07238824	0.86333333
l1	common_mad	t5	80	2	8.0	222	1.43756596	0.76234043	0.00333333	0.97010585	-0.06401249	0.69333333
l1	common_mad	t5	80	2	8.0	223	1.31889773	0.63745425	0.00333333	1.03941191	0.07535101	0.15
l1	common_mad	t5	80	2	8.0	224	1.39381148	0.77860931	0.00333333	1.05842923	0.11779739	0.09
l1	common_mad	t5	80	2	8.0	225	1.44247744	0.83376381	0.00333333	0.99596474	-0.00759591	0.40666667
l1	common_mad	t5	80	2	8.0	226	1.43579687	0.73981403	0.00333333	1.02873267	0.05008499	0.16333333
l1	common_mad	t5	80	2	8.0	227	1.47158398	0.73279562	0.00333333	1.23589759	0.41882574	0.01333333
l1	common_mad	t5	80	2	8.0	228	1.38784973	0.72933534	0.00333333	1.02728824	0.0491574	0.14666667
l1	common_mad	t5	80	2	8.0	229	1.38581574	0.83989524	0.00333333	1.08174612	0.1625571	0.08333333
l1	common_mad	t5	80	2	8.0	230	1.40159168	0.65319912	0.00666667	0.93760878	-0.11380876	0.97666667
l1	common_mad	t5	80	2	8.0	231	1.3904547	0.81349781	0.00333333	0.98437531	-0.03159688	0.55666667
l1	common_mad	t5	80	2	8.0	232	1.41226985	0.81805265	0.00333333	1.02168706	0.04026509	0.16666667
l1	common_mad	t5	80	2	8.0	233	1.44130403	0.74645717	0.00333333	1.06244703	0.13490539	0.13333333
l1	common_mad	t5	80	2	8.0	234	1.44718783	0.82049598	0.00333333	0.9416679	-0.10724892	0.95666667
l1	common_mad	t5	80	2	8.0	235	1.45800333	0.69886852	0.00333333	1.03237769	0.07205172	0.15
l1	common_mad	t5	80	2	8.0	236	1.4585173	0.82219304	0.00333333	1.02182478	0.04774147	0.20333333
l1	common_mad	t5	80	2	8.0	237	1.36255004	0.74581743	0.00333333	0.94387068	-0.0879936	0.90333333
l1	common_mad	t5	80	2	8.0	238	1.46196902	0.80258187	0.00333333	0.97643902	-0.05614543	0.66
l1	common_mad	t5	80	2	8.0	239	1.4713217	0.84379319	0.00333333	0.99202267	-0.01360444	0.39
l1	common_mad	t5	80	2	8.0	240	1.44032901	0.73011343	0.00333333	1.00580484	0.00929656	0.23
l1	common_mad	t5	80	2	8.0	241	1.47417606	0.78921153	0.00333333	0.95670514	-0.07771084	0.83666667
l1	common_mad	t5	80	2	8.0	242	1.26578449	0.56159757	0.00333333	0.93245163	-0.10545259	0.99
l1	common_mad	t5	80	2	8.0	243	1.39454351	0.75051281	0.00333333	0.96018581	-0.07133612	0.69666667
l1	common_mad	t5	80	2	8.0	244	1.41268055	0.77868497	0.00333333	1.00377652	0.00862463	0.29
l1	common_mad	t5	80	2	8.0	245	1.41322297	0.81378647	0.00333333	1.17948019	0.31096039	0.01666667
l1	common_mad	t5	80	2	8.0	246	1.45272252	0.86141792	0.00333333	1.03580355	0.08383637	0.11333333
l1	common_mad	t5	80	2	8.0	247	1.43387824	0.75407505	0.00333333	0.98844262	-0.02292798	0.48333333
l1	common_mad	t5	80	2	8.0	248	1.4752001	0.86083043	0.00333333	0.99422835	-0.01243784	0.40666667
l1	common_mad	t5	80	2	8.0	249	1.39997986	0.81109695	0.00333333	1.20192324	0.36629249	0.04
l1	common_mad	t5	80	2	8.0	250	1.40079671	0.79999397	0.00333333	1.02478571	0.04746891	0.18
l1	common_mad	t5	80	2	8.0	251	1.36782988	0.64153412	0.00333333	1.02095052	0.04248036	0.22
l1	common_mad	t5	80	2	8.0	252	1.42315709	0.82708252	0.00333333	0.9390726	-0.10222887	0.95
l1	common_mad	t5	80	2	8.0	253	1.54201274	0.88508908	0.00333333	0.9578667	-0.08012952	0.79666667
l1	common_mad	t5	80	2	8.0	254	1.32696427	0.66710253	0.00333333	0.93309067	-0.12498022	0.99
l1	common_mad	t5	80	2	8.0	255	1.428983	0.76487271	0.00333333	0.97950339	-0.0419609	0.57333333
l1	common_mad	t5	80	2	8.0	256	1.31056668	0.73644835	0.00333333	0.99396642	-0.01207649	0.43
l1	common_mad	t5	80	2	8.0	257	1.371202	0.72357697	0.00333333	1.15150369	0.36352363	0.04666667
l1	common_mad	t5	80	2	8.0	258	1.39612691	0.70759036	0.00333333	0.96952427	-0.05876443	0.65333333
l1	common_mad	t5	80	2	8.0	259	1.40001847	0.81812473	0.00333333	0.97506382	-0.04246669	0.56333333
l1	common_mad	t5	80	2	8.0	260	1.47305895	0.83249751	0.00333333	0.94630771	-0.11303601	0.95333333
l1	common_mad	t5	80	2	8.0	261	1.33067253	0.77506071	0.00333333	0.95442867	-0.08531748	0.83666667
l1	common_mad	t5	80	2	8.0	262	1.40143163	0.77174811	0.00333333	0.9752676	-0.04366005	0.61
l1	common_mad	t5	80	2	8.0	263	1.43727308	0.80029689	0.00333333	1.20813925	0.4056751	0.00666667
l1	common_mad	t5	80	2	8.0	264	1.26884669	0.52267562	0.00666667	0.97737606	-0.05414474	0.68666667
l1	common_mad	t5	80	2	8.0	265	1.37124148	0.80305465	0.00333333	1.04581892	0.09025718	0.11
l1	common_mad	t5	80	2	8.0	266	1.39392877	0.73007027	0.00333333	0.99473938	-0.01305038	0.46333333
l1	common_mad	t5	80	2	8.0	267	1.51300599	0.87258473	0.00333333	0.96786393	-0.05777545	0.66666667
l1	common_mad	t5	80	2	8.0	268	1.36486058	0.76733076	0.00333333	0.96210495	-0.0660697	0.69666667
l1	common_mad	t5	80	2	8.0	269	1.40881892	0.72636308	0.00333333	1.06248769	0.11069291	0.11
l1	common_mad	t5	80	2	8.0	270	1.4320459	0.81858542	0.00333333	0.96357344	-0.06679866	0.73
l1	common_mad	t5	80	2	8.0	271	1.32976675	0.74641142	0.00333333	0.99884061	-0.00196285	0.38
l1	common_mad	t5	80	2	8.0	272	1.40420047	0.8235541	0.00333333	0.94849554	-0.08774852	0.86666667
l1	common_mad	t5	80	2	8.0	273	1.42396935	0.72165576	0.00333333	0.95621371	-0.09274529	0.85
l1	common_mad	t5	80	2	8.0	274	1.37079157	0.77151184	0.00333333	0.99258734	-0.01484394	0.40666667
l1	common_mad	t5	80	2	8.0	275	1.37660193	0.74790966	0.00333333	0.99082102	-0.01924181	0.49
l1	common_mad	t5	80	2	8.0	276	1.35032555	0.71659042	0.00333333	0.95817104	-0.08110935	0.82333333
l1	common_mad	t5	80	2	8.0	277	1.37885495	0.75361953	0.00333333	1.01395452	0.03010663	0.26333333
l1	common_mad	t5	80	2	8.0	278	1.30642503	0.50256396	0.00333333	0.99597422	-0.00783217	0.36666667
l1	common_mad	t5	80	2	8.0	279	1.30877628	0.64129038	0.00333333	0.97435203	-0.04739653	0.53666667
l1	common_mad	t5	80	2	8.0	280	1.39574903	0.75193554	0.00333333	1.03163557	0.0623631	0.17666667
l1	common_mad	t5	80	2	8.0	281	1.40135908	0.77768648	0.00333333	0.96345077	-0.05533909	0.60666667
l1	common_mad	t5	80	2	8.0	282	1.46517338	0.86588699	0.00333333	0.94879617	-0.09163837	0.91
l1	common_mad	t5	80	2	8.0	283	1.32410334	0.71161544	0.00333333	0.99803626	-0.0037198	0.35333333
l1	common_mad	t5	80	2	8.0	284	1.40242793	0.74407578	0.00333333	1.04616963	0.08919303	0.16666667
l1	common_mad	t5	80	2	8.0	285	1.47134538	0.83848157	0.00333333	1.04255502	0.09431251	0.14333333
l1	common_mad	t5	80	2	8.0	286	1.33040526	0.80716023	0.00333333	0.99884011	-0.00234009	0.35333333
l1	common_mad	t5	80	2	8.0	287	1.53185562	0.84979915	0.00333333	0.96816915	-0.06230534	0.70333333
l1	common_mad	t5	80	2	8.0	288	1.30523299	0.56457511	0.00333333	1.01068736	0.01811845	0.31333333
l1	common_mad	t5	80	2	8.0	289	1.38151478	0.63586378	0.00333333	0.9903403	-0.01853114	0.42
l1	common_mad	t5	80	2	8.0	290	1.31096482	0.74337054	0.00333333	1.00960744	0.01807252	0.30666667
l1	common_mad	t5	80	2	8.0	291	1.37492233	0.74906324	0.00333333	0.98173905	-0.03262692	0.47
l1	common_mad	t5	80	2	8.0	292	1.38883308	0.76602883	0.00333333	0.94695527	-0.11459835	0.96
l1	common_mad	t5	80	2	8.0	293	1.47927645	0.78552589	0.00333333	1.04814017	0.09066762	0.13333333
l1	common_mad	t5	80	2	8.0	294	1.2752283	0.63063133	0.00333333	1.02912626	0.0513392	0.15333333
l1	common_mad	t5	80	2	8.0	295	1.37670316	0.68193574	0.00333333	0.96241417	-0.08701723	0.86
l1	common_mad	t5	80	2	8.0	296	1.48707781	0.85780396	0.00333333	0.94529488	-0.09362105	0.86666667
l1	common_mad	t5	80	2	8.0	297	1.3758265	0.7348563	0.00333333	1.00663606	0.01391506	0.29
l1	common_mad	t5	80	2	8.0	298	1.50783388	0.74757984	0.00333333	0.97322076	-0.06776762	0.77
l1	common_mad	t5	80	2	8.0	299	1.49239987	0.84725732	0.00333333	1.01184407	0.02352371	0.23666667
l1	common_mad	t4	80	2	8.0	0	1.40632988	0.86866391	0.00333333	0.97762199	-0.04414447	0.6
l1	common_mad	t4	80	2	8.0	1	1.27533362	0.59498389	0.00333333	1.07662852	0.18944265	0.05666667
l1	common_mad	t4	80	2	8.0	2	1.3973033	0.74553493	0.00333333	0.99930321	-0.0016177	0.38
l1	common_mad	t4	80	2	8.0	3	1.41918491	0.78931677	0.00333333	0.96191656	-0.06594397	0.71333333
l1	common_mad	t4	80	2	8.0	4	1.32208781	0.64236807	0.00666667	0.945763	-0.12332009	0.97666667
l1	common_mad	t4	80	2	8.0	5	1.27668686	0.57651524	0.00333333	0.98198233	-0.04078801	0.55
l1	common_mad	t4	80	2	8.0	6	1.34355236	0.76392536	0.00333333	1.10265689	0.20453057	0.09666667
l1	common_mad	t4	80	2	8.0	7	1.41716838	0.78711354	0.00333333	1.02482457	0.05602743	0.22333333
l1	common_mad	t4	80	2	8.0	8	1.54986167	0.88414747	0.00333333	0.94214105	-0.11919705	0.97
l1	common_mad	t4	80	2	8.0	9	1.32239222	0.74684447	0.00333333	0.99003213	-0.02194731	0.51333333
l1	common_mad	t4	80	2	8.0	10	1.5436533	0.85203355	0.00333333	1.02792216	0.05001136	0.20333333
l1	common_mad	t4	80	2	8.0	11	1.4002862	0.72350898	0.00333333	0.95156326	-0.08455152	0.78333333
l1	common_mad	t4	80	2	8.0	12	1.46194989	0.84741222	0.00333333	0.94868908	-0.08119614	0.76333333
l1	common_mad	t4	80	2	8.0	13	1.40287948	0.77302722	0.00333333	0.91553517	-0.16083379	1.0
l1	common_mad	t4	80	2	8.0	14	1.30940093	0.69081001	0.00333333	0.95234838	-0.09320834	0.91666667
l1	common_mad	t4	80	2	8.0	15	1.33609152	0.67182108	0.00333333	1.1833733	0.36583875	0.02333333
l1	common_mad	t4	80	2	8.0	16	1.34977772	0.7851955	0.00333333	1.09231855	0.17984494	0.04666667
l1	common_mad	t4	80	2	8.0	17	1.33112829	0.64797428	0.00333333	1.03470773	0.06078572	0.13666667
l1	common_mad	t4	80	2	8.0	18	1.36630914	0.66394195	0.00333333	1.00659171	0.01367711	0.33
l1	common_mad	t4	80	2	8.0	19	1.35113372	0.69374586	0.00333333	0.98835158	-0.02332407	0.46666667
l1	common_mad	t4	80	2	8.0	20	1.45009826	0.83741079	0.00333333	0.9886454	-0.02482064	0.46666667
l1	common_mad	t4	80	2	8.0	21	1.3444996	0.76786845	0.00333333	1.055925	0.1036542	0.16333333
l1	common_mad	t4	80	2	8.0	22	1.2484274	0.4931159	0.00333333	0.98275315	-0.03376195	0.47333333
l1	common_mad	t4	80	2	8.0	23	1.36212164	0.59516294	0.00333333	0.97632253	-0.04086239	0.54333333
l1	common_mad	t4	80	2	8.0	24	1.39729659	0.63929966	0.00666667	1.06172299	0.12214301	0.13
l1	common_mad	t4	80	2	8.0	25	1.57209675	0.83787455	0.00333333	0.93304121	-0.12684098	0.98333333
l1	common_mad	t4	80	2	8.0	26	1.30338468	0.61885601	0.00333333	1.02770629	0.04231495	0.2
l1	common_mad	t4	80	2	8.0	27	1.36839398	0.73958002	0.00333333	1.03713741	0.06493787	0.14
l1	common_mad	t4	80	2	8.0	28	1.36765768	0.65205349	0.00333333	0.99620001	-0.00822601	0.42333333
l1	common_mad	t4	80	2	8.0	29	1.37926126	0.81046515	0.00333333	0.9922109	-0.01507759	0.42333333
l1	common_mad	t4	80	2	8.0	30	1.39867611	0.76022224	0.00333333	1.04698179	0.08902987	0.09333333
l1	common_mad	t4	80	2	8.0	31	1.36005953	0.6885827	0.00333333	0.9870809	-0.02938222	0.50666667
l1	common_mad	t4	80	2	8.0	32	1.28663817	0.57965098	0.00333333	0.99166096	-0.01744046	0.43666667
