n	noise	positive_probability	contamination_fraction	magnitude_family	method	repetitions	n_perm	rejection_rate	wilson_low	wilson_high
80	0.5	0.65	0.05	lognormal	original_l2	1500	499	0.04533333333333334	0.03591646328500114	0.05707303238321723
80	0.5	0.65	0.05	lognormal	original_l1	1500	499	0.04733333333333333	0.03769502441859292	0.059284253526744726
80	0.5	0.65	0.05	lognormal	huber_primary	1500	499	0.05333333333333334	0.04306062753158088	0.0658879972451146
80	0.5	0.65	0.05	lognormal	huber_cap6	1500	499	0.12266666666666666	0.10702223494636451	0.1402388421037991
160	0.15	0.5	0.0	uniform	original_l2	1500	499	1.0	0.9974455692798185	1.0
160	0.15	0.5	0.0	uniform	original_l1	1500	499	1.0	0.9974455692798185	1.0
160	0.15	0.5	0.0	uniform	huber_primary	1500	499	1.0	0.9974455692798185	1.0
160	0.15	0.5	0.0	uniform	huber_cap6	1500	499	1.0	0.9974455692798185	1.0
160	0.15	0.5	0.0	lognormal	original_l2	1500	499	1.0	0.9974455692798185	1.0
160	0.15	0.5	0.0	lognormal	original_l1	1500	499	1.0	0.9974455692798185	1.0
160	0.15	0.5	0.0	lognormal	huber_primary	1500	499	1.0	0.9974455692798185	1.0
160	0.15	0.5	0.0	lognormal	huber_cap6	1500	499	1.0	0.9974455692798185	1.0
160	0.15	0.5	0.05	uniform	original_l2	1500	499	0.04466666666666667	0.03532481507788357	0.05633475316462838
160	0.15	0.5	0.05	uniform	original_l1	1500	499	0.04933333333333333	0.03947876255528736	0.061490297667169555
160	0.15	0.5	0.05	uniform	huber_primary	1500	499	0.051333333333333335	0.041267385200304804	0.06369145729927139
160	0.15	0.5	0.05	uniform	huber_cap6	1500	499	0.06866666666666667	0.056939845516550396	0.08259711005139284
160	0.15	0.5	0.05	lognormal	original_l2	1500	499	0.051333333333333335	0.041267385200304804	0.06369145729927139
160	0.15	0.5	0.05	lognormal	original_l1	1500	499	0.054	0.04365935933562643	0.06661919286677545
160	0.15	0.5	0.05	lognormal	huber_primary	1500	499	0.058666666666666666	0.04786342768227863	0.07172461650006824
160	0.15	0.5	0.05	lognormal	huber_cap6	1500	499	0.08533333333333333	0.07223279395214137	0.10055234725846247
160	0.15	0.65	0.0	uniform	original_l2	1500	499	0.9953333333333333	0.9903984313813807	0.9977376459184928
160	0.15	0.65	0.0	uniform	original_l1	1500	499	0.7406666666666667	0.7178926617459986	0.7622111389340207
160	0.15	0.65	0.0	uniform	huber_primary	1500	499	0.8333333333333334	0.8136269616405741	0.8513367512126383
160	0.15	0.65	0.0	uniform	huber_cap6	1500	499	0.8333333333333334	0.8136269616405741	0.8513367512126383
160	0.15	0.65	0.0	lognormal	original_l2	1500	499	1.0	0.9974455692798185	1.0
160	0.15	0.65	0.0	lognormal	original_l1	1500	499	0.9966666666666667	0.9922205476749006	0.9985753844763858
160	0.15	0.65	0.0	lognormal	huber_primary	1500	499	0.9906666666666667	0.9843943504914645	0.9944322348284642
160	0.15	0.65	0.0	lognormal	huber_cap6	1500	499	0.9906666666666667	0.9843943504914645	0.9944322348284642
160	0.15	0.65	0.05	uniform	original_l2	1500	499	0.052	0.04186463169739715	0.06442413822788547
160	0.15	0.65	0.05	uniform	original_l1	1500	499	0.052	0.04186463169739715	0.06442413822788547
160	0.15	0.65	0.05	uniform	huber_primary	1500	499	0.056666666666666664	0.04605898663346571	0.06953927527176187
160	0.15	0.65	0.05	uniform	huber_cap6	1500	499	0.158	0.14041841416967205	0.17732881644293208
160	0.15	0.65	0.05	lognormal	original_l2	1500	499	0.05	0.040074440990789065	0.062224546657374286
160	0.15	0.65	0.05	lognormal	original_l1	1500	499	0.05	0.040074440990789065	0.062224546657374286
160	0.15	0.65	0.05	lognormal	huber_primary	1500	499	0.05333333333333334	0.04306062753158088	0.0658879972451146
160	0.15	0.65	0.05	lognormal	huber_cap6	1500	499	0.28933333333333333	0.2669470147941658	0.3127959186826039
160	0.5	0.5	0.0	uniform	original_l2	1500	499	1.0	0.9974455692798185	1.0
160	0.5	0.5	0.0	uniform	original_l1	1500	499	0.9986666666666667	0.9951514387039899	0.9996342757244159
160	0.5	0.5	0.0	uniform	huber_primary	1500	499	1.0	0.9974455692798185	1.0
160	0.5	0.5	0.0	uniform	huber_cap6	1500	499	1.0	0.9974455692798185	1.0
160	0.5	0.5	0.0	lognormal	original_l2	1500	499	1.0	0.9974455692798185	1.0
160	0.5	0.5	0.0	lognormal	original_l1	1500	499	1.0	0.9974455692798185	1.0
160	0.5	0.5	0.0	lognormal	huber_primary	1500	499	1.0	0.9974455692798185	1.0
160	0.5	0.5	0.0	lognormal	huber_cap6	1500	499	1.0	0.9974455692798185	1.0
160	0.5	0.5	0.05	uniform	original_l2	1500	499	0.05	0.040074440990789065	0.062224546657374286
160	0.5	0.5	0.05	uniform	original_l1	1500	499	0.05	0.040074440990789065	0.062224546657374286
160	0.5	0.5	0.05	uniform	huber_primary	1500	499	0.04933333333333333	0.03947876255528736	0.061490297667169555
160	0.5	0.5	0.05	uniform	huber_cap6	1500	499	0.058	0.047261512311441406	0.07099660444519904
160	0.5	0.5	0.05	lognormal	original_l2	1500	499	0.04666666666666667	0.03710158016621855	0.05854777035341267
160	0.5	0.5	0.05	lognormal	original_l1	1500	499	0.04533333333333334	0.03591646328500114	0.05707303238321723
160	0.5	0.5	0.05	lognormal	huber_primary	1500	499	0.04933333333333333	0.03947876255528736	0.061490297667169555
160	0.5	0.5	0.05	lognormal	huber_cap6	1500	499	0.06533333333333333	0.05390496504223255	0.07898235339717855
160	0.5	0.65	0.0	uniform	original_l2	1500	499	0.9266666666666666	0.9123565031619075	0.9387970492902041
160	0.5	0.65	0.0	uniform	original_l1	1500	499	0.606	0.5810314690548272	0.6304269916324944
160	0.5	0.65	0.0	uniform	huber_primary	1500	499	0.76	0.7377402637135664	0.7809314323119392
160	0.5	0.65	0.0	uniform	huber_cap6	1500	499	0.76	0.7377402637135664	0.7809314323119392
160	0.5	0.65	0.0	lognormal	original_l2	1500	499	0.9993333333333333	0.9962333345857864	0.9998823072683257
160	0.5	0.65	0.0	lognormal	original_l1	1500	499	0.99	0.9835660953982986	0.9939305624959235
160	0.5	0.65	0.0	lognormal	huber_primary	1500	499	0.9793333333333333	0.9708150932498304	0.985402725833089
160	0.5	0.65	0.0	lognormal	huber_cap6	1500	499	0.9793333333333333	0.9708150932498304	0.985402725833089
160	0.5	0.65	0.05	uniform	original_l2	1500	499	0.048666666666666664	0.03888362661591451	0.06075550618083598
160	0.5	0.65	0.05	uniform	original_l1	1500	499	0.04933333333333333	0.03947876255528736	0.061490297667169555
160	0.5	0.65	0.05	uniform	huber_primary	1500	499	0.050666666666666665	0.040670651803700913	0.06295826327016886
160	0.5	0.65	0.05	uniform	huber_cap6	1500	499	0.102	0.08768665231219414	0.11834667454107031
160	0.5	0.65	0.05	lognormal	original_l2	1500	499	0.04666666666666667	0.03710158016621855	0.05854777035341267
160	0.5	0.65	0.05	lognormal	original_l1	1500	499	0.048666666666666664	0.03888362661591451	0.06075550618083598
160	0.5	0.65	0.05	lognormal	huber_primary	1500	499	0.056	0.04545839056668995	0.06880994391283121
160	0.5	0.65	0.05	lognormal	huber_cap6	1500	499	0.164	0.14612438018718657	0.18359219725677536
