family	n	n_blocks	scale_ratio	signal_magnitude	permutation_scheme	method	repetitions	n_perm	rejection_rate	wilson_low	wilson_high	mean_observed_cdelta	mean_permutation_reference
matched_within_block	160	2	4.0	6.0	within_block	huber_primary	1500	499	1.0	0.9974455692798185	1.0	2.8367229640608063	1.3532794630707792
matched_within_block	160	2	4.0	6.0	within_block	huber_cap6	1500	499	0.9993333333333333	0.9962333345857864	0.9998823072683257	1.6976920826969681	1.293304616457936
conditional_null	160	4	2.0	0.0	unrestricted	original_l2	1500	499	0.33466666666666667	0.31123610845965044	0.3589418899651562	1.011027374577453	0.9999971619994295
conditional_null	160	4	2.0	0.0	unrestricted	huber_primary	1500	499	0.3446666666666667	0.32103991059482695	0.3690869992155761	1.067891993896311	0.9999878708262457
conditional_null	160	4	2.0	0.0	unrestricted	huber_cap6	1500	499	0.3446666666666667	0.32103991059482695	0.3690869992155761	1.0678874937833271	0.9999877010355179
conditional_null	160	4	2.0	0.0	within_block	original_l2	1500	499	0.058	0.047261512311441406	0.07099660444519904	1.011027374577453	1.0103154050791683
conditional_null	160	4	2.0	0.0	within_block	huber_primary	1500	499	0.06066666666666667	0.04967170257629275	0.0739061238831734	1.067891993896311	1.0641820143435492
conditional_null	160	4	2.0	0.0	within_block	huber_cap6	1500	499	0.06066666666666667	0.04967170257629275	0.0739061238831734	1.0678874937833271	1.0641776353057464
matched_within_block	160	4	2.0	4.0	unrestricted	original_l2	1500	499	1.0	0.9974455692798185	1.0	1.1010666008827878	1.0000041786601397
matched_within_block	160	4	2.0	4.0	unrestricted	huber_primary	1500	499	1.0	0.9974455692798185	1.0	1.5991269422173955	1.000031058870442
matched_within_block	160	4	2.0	4.0	unrestricted	huber_cap6	1500	499	1.0	0.9974455692798185	1.0	1.5659473721123622	1.0000289556574238
matched_within_block	160	4	2.0	4.0	within_block	original_l2	1500	499	1.0	0.9974455692798185	1.0	1.1010666008827878	1.0095582460385644
matched_within_block	160	4	2.0	4.0	within_block	huber_primary	1500	499	1.0	0.9974455692798185	1.0	1.5991269422173955	1.071884814250091
matched_within_block	160	4	2.0	4.0	within_block	huber_cap6	1500	499	1.0	0.9974455692798185	1.0	1.5659473721123622	1.0690896744424683
matched_within_block	160	4	2.0	6.0	unrestricted	original_l2	1500	499	1.0	0.9974455692798185	1.0	1.182763457945099	0.9999979849040695
matched_within_block	160	4	2.0	6.0	unrestricted	huber_primary	1500	499	1.0	0.9974455692798185	1.0	2.250721905443113	1.000100629340965
matched_within_block	160	4	2.0	6.0	unrestricted	huber_cap6	1500	499	1.0	0.9974455692798185	1.0	1.9449888463057117	1.0001076328562404
matched_within_block	160	4	2.0	6.0	within_block	original_l2	1500	499	1.0	0.9974455692798185	1.0	1.182763457945099	1.0091696771874057
matched_within_block	160	4	2.0	6.0	within_block	huber_primary	1500	499	1.0	0.9974455692798185	1.0	2.250721905443113	1.08459917916872
matched_within_block	160	4	2.0	6.0	within_block	huber_cap6	1500	499	1.0	0.9974455692798185	1.0	1.9449888463057117	1.0660811503935832
conditional_null	160	4	4.0	0.0	unrestricted	original_l2	1500	499	0.8326666666666667	0.8129320223811173	0.8507017630463886	1.033307647695324	1.0000050096916249
conditional_null	160	4	4.0	0.0	unrestricted	huber_primary	1500	499	0.912	0.8965908342718717	0.9253043148146988	1.243378087101299	1.0000434736572918
conditional_null	160	4	4.0	0.0	unrestricted	huber_cap6	1500	499	0.9186666666666666	0.9037405794623733	0.9314538438812613	1.242453013836635	1.0000445429281817
conditional_null	160	4	4.0	0.0	within_block	original_l2	1500	499	0.044	0.03473379071821657	0.055595850098588945	1.033307647695324	1.0332500735341268
conditional_null	160	4	4.0	0.0	within_block	huber_primary	1500	499	0.04533333333333334	0.03591646328500114	0.05707303238321723	1.243378087101299	1.2437335765675286
conditional_null	160	4	4.0	0.0	within_block	huber_cap6	1500	499	0.04466666666666667	0.03532481507788357	0.05633475316462838	1.242453013836635	1.2426987944737744
matched_within_block	160	4	4.0	4.0	unrestricted	original_l2	1500	499	1.0	0.9974455692798185	1.0	1.1295148043868855	1.0000019436949892
matched_within_block	160	4	4.0	4.0	unrestricted	huber_primary	1500	499	1.0	0.9974455692798185	1.0	1.8837508665442986	1.000072298794764
matched_within_block	160	4	4.0	4.0	unrestricted	huber_cap6	1500	499	1.0	0.9974455692798185	1.0	1.6470921403350642	1.0001128797560621
matched_within_block	160	4	4.0	4.0	within_block	original_l2	1500	499	0.996	0.9913004908913017	0.9981655138342782	1.1295148043868855	1.0278281681097503
matched_within_block	160	4	4.0	4.0	within_block	huber_primary	1500	499	0.998	0.9941361954746901	0.9993195915280091	1.8837508665442986	1.2524672175877094
matched_within_block	160	4	4.0	4.0	within_block	huber_cap6	1500	499	0.9973333333333333	0.9931633478220959	0.9989625117548969	1.6470921403350642	1.2259499058777428
matched_within_block	160	4	4.0	6.0	unrestricted	original_l2	1500	499	1.0	0.9974455692798185	1.0	1.2104430853227748	0.9999768484662888
matched_within_block	160	4	4.0	6.0	unrestricted	huber_primary	1500	499	1.0	0.9974455692798185	1.0	2.620823594574809	0.9998467146328873
matched_within_block	160	4	4.0	6.0	unrestricted	huber_cap6	1500	499	1.0	0.9974455692798185	1.0	1.8241713543089457	0.9998933361827533
matched_within_block	160	4	4.0	6.0	within_block	original_l2	1500	499	1.0	0.9974455692798185	1.0	1.2104430853227748	1.0229561035646957
matched_within_block	160	4	4.0	6.0	within_block	huber_primary	1500	499	1.0	0.9974455692798185	1.0	2.620823594574809	1.2632203545573668
matched_within_block	160	4	4.0	6.0	within_block	huber_cap6	1500	499	1.0	0.9974455692798185	1.0	1.8241713543089457	1.1980538576070094
